gene_id	gene_name	uniprot_id	length	Hk
ENSG00000183853	REL	Q04864	619	0
ENSG00000117632	MN1	Q10571	1320	0
ENSG00000164418	GRIK2	Q13002	908	0
ENSG00000188603	CLN3	Q13286	438	0
ENSG00000102854	MSLN	Q13421	630	0
ENSG00000013364	MVP	Q14764	893	0
ENSG00000134986	NREP	Q16612	68	0
ENSG00000154415	PPP1R3A	Q16821	1122	0
ENSG00000169764	UGP2	Q16851	508	1
ENSG00000271425	NBPF1	Q3BBV0	1214	0
ENSG00000168658	VWA3B	Q502W6	1294	0
ENSG00000187800	PEAR1	Q5VY43	1037	0
ENSG00000132359	RAP1GAP2	Q684P5	730	0
ENSG00000174137	FAM53A	Q6NSI3	398	0
ENSG00000139714	MORN3	Q6PF18	240	0
ENSG00000147655	RSPO2	Q6UXX9	243	0
ENSG00000228567	VN1R4	Q7Z5H5	301	0
ENSG00000185046	ANKS1B	Q7Z6G8	1248	0
ENSG00000184232	OAF	Q86UD1	273	0
ENSG00000152705	CATSPER3	Q86XQ3	398	0
ENSG00000071073	MGA	Q8IWI9	3065	0
ENSG00000120498	TEX11	Q8IYF3	940	0
ENSG00000135436	FAM186B	Q8IYM0	893	0
ENSG00000147183	CPXCR1	Q8N123	301	0
ENSG00000196890	H2BC26	Q8N257	126	0
ENSG00000140481	CCDC33	Q8N5R6	958	0
ENSG00000103978	TMEM87A	Q8NBN3	555	1
ENSG00000140955	ADAD2	Q8NCV1	583	0
ENSG00000196408	NOXO1	Q8NFA2	376	0
ENSG00000181017	OR56B2P	Q8NGI1	322	0
ENSG00000172769	OR5B3	Q8NH48	314	0
ENSG00000136541	ERMN	Q8TAM6	284	0
ENSG00000038210	PI4K2B	Q8TCG2	481	0
ENSG00000163898	LIPH	Q8WWY8	451	0
ENSG00000156650	KAT6B	Q8WYB5	2073	0
ENSG00000117707	PROX1	Q92786	737	0
ENSG00000275713	H2BC9	Q93079	126	0
ENSG00000161203	AP2M1	Q96CW1	435	1
ENSG00000185482	STAC3	Q96MF2	364	0
ENSG00000160505	NLRP4	Q96MN2	994	0
ENSG00000167523	SPATA33	Q96N06	139	0
ENSG00000159650	UROC1	Q96N76	676	0
ENSG00000171827	ZNF570	Q96NI8	536	0
ENSG00000134294	SLC38A2	Q96QD8	506	1
ENSG00000081985	IL12RB2	Q99665	862	0
ENSG00000116984	MTR	Q99707	1265	0
ENSG00000034053	APBA2	Q99767	749	0
ENSG00000126878	AIF1L	Q9BQI0	150	0
ENSG00000169976	SF3B5	Q9BWJ5	86	1
ENSG00000183260	ABHD16B	Q9H3Z7	469	0
ENSG00000177542	SLC25A22	Q9H936	323	0
ENSG00000130449	ZSWIM6	Q9HCJ5	1215	0
ENSG00000165507	DEPP1	Q9NTK1	212	0
ENSG00000134884	ARGLU1	Q9NWB6	273	0
ENSG00000114446	IFT57	Q9NWB7	429	0
ENSG00000136271	DDX56	Q9NY93	547	0
ENSG00000007174	DNAH9	Q9NYC9	4486	0
ENSG00000100568	VTI1B	Q9UEU0	232	1
ENSG00000144791	LIMD1	Q9UGP4	676	0
ENSG00000169018	FEM1B	Q9UK73	627	1
ENSG00000074211	PPP2R2C	Q9Y2T4	447	0
ENSG00000100908	EMC9	Q9Y3B6	208	0
ENSG00000204970	PCDHA1	Q9Y5I3	950	0
ENSG00000163866	SMIM1	B2RUZ4	78	0
ENSG00000105647	PIK3R2	O00459	728	0
ENSG00000101473	ACOT8	O14734	319	0
ENSG00000165462	PHOX2A	O14813	284	0
ENSG00000143248	RGS5	O15539	181	0
ENSG00000136944	LMX1B	O60663	402	0
ENSG00000064270	ATP2C2	O75185	946	0
ENSG00000106336	FBXO24	O75426	580	0
ENSG00000124939	SCGB2A1	O75556	95	0
ENSG00000143162	CREG1	O75629	220	1
ENSG00000090061	CCNK	O75909	580	1
ENSG00000136099	PCDH8	O95206	1070	0
ENSG00000135047	CTSL	P07711	333	0
ENSG00000140526	ABHD2	P08910	425	0
ENSG00000284917	EEF1AKMT4-ECE2	P0DPD8	883	0
ENSG00000085382	ACE	P12821	1306	0
ENSG00000027644	INSRR	P14616	1297	0
ENSG00000127184	COX7C	P15954	63	1
ENSG00000148175	STOM	P27105	288	0
ENSG00000182963	GJC1	P36383	396	0
ENSG00000168621	GDNF	P39905	211	0
ENSG00000169174	CSK	P41240	450	0
ENSG00000170465	KRT6C	P48668	564	0
ENSG00000138346	DNA2	P51530	1060	0
ENSG00000144218	AFF3	P51826	1226	0
ENSG00000196620	UGT2B15	P54855	530	0
ENSG00000160194	NDUFV3	P56181	108	1
ENSG00000124172	ATP5F1E	P56381	51	1
ENSG00000106404	CLDN15	P56746	228	0
ENSG00000175544	CABP4	P57796	275	0
ENSG00000110321	EIF4G2	P78344	907	1
ENSG00000276293	PIP4K2B	P78356	416	0
ENSG00000121905	HPCA	P84074	193	0
ENSG00000203734	ECT2L	Q008S8	904	0
ENSG00000198380	GFPT1	Q06210	699	0
ENSG00000258947	TUBB3	Q13509	450	0
ENSG00000134815	DHX34	Q14147	1143	0
ENSG00000134644	PUM1	Q14671	1186	0
ENSG00000072501	SMC1A	Q14683	1233	1
ENSG00000112115	IL17A	Q16552	155	0
ENSG00000104218	CSPP1	Q1MSJ5	1256	0
ENSG00000124313	IQSEC2	Q5JU85	1488	0
ENSG00000189326	SPANXN4	Q5MJ08	99	0
ENSG00000198854	KPLCE	Q5T750	250	0
ENSG00000143674	MAP3K21	Q5TCX8	1036	0
ENSG00000183060	LYSMD4	Q5XG99	296	0
ENSG00000135249	RINT1	Q6NUQ1	792	0
ENSG00000104413	ESRP1	Q6NXG1	681	0
ENSG00000183644	HOATZ	Q6PI97	169	0
ENSG00000163521	GLB1L	Q6UWU2	654	0
ENSG00000132185	FCRLA	Q7L513	359	0
ENSG00000174485	DENND4A	Q7Z401	1863	0
ENSG00000149743	TRPT1	Q86TN4	253	0
ENSG00000171451	DSEL	Q8IZU8	1212	0
ENSG00000183153	GJD3	Q8N144	294	0
ENSG00000105556	MIER2	Q8N344	545	0
ENSG00000180697	C3orf22	Q8N5N4	141	0
ENSG00000288611	NPB	Q8NG41	125	0
ENSG00000176925	OR51F2	Q8NH61	342	0
ENSG00000174796	THAP6	Q8TBB0	222	0
ENSG00000188452	CERK	Q8TCT0	537	1
ENSG00000172938	MRGPRD	Q8TDS7	321	0
ENSG00000167740	CYB5D2	Q8WUJ1	264	0
ENSG00000168488	ATXN2L	Q8WWM7	1075	0
ENSG00000165443	PHYHIPL	Q96FC7	376	0
ENSG00000172340	SUCLG2	Q96I99	432	0
ENSG00000179532	DNHD1	Q96M86	4753	0
ENSG00000180376	CDC6	Q99741	560	0
ENSG00000172273	HINFP	Q9BQA5	517	0
ENSG00000130300	PLVAP	Q9BX97	442	0
ENSG00000223953	C1QTNF5	Q9BXJ0	243	0
ENSG00000112110	MRPL18	Q9H0U6	180	1
ENSG00000212864	RNF208	Q9H0X6	261	0
ENSG00000125900	SIRPD	Q9H106	197	0
ENSG00000109762	SNX25	Q9H3E2	840	0
ENSG00000179604	CDC42EP4	Q9H3Q1	356	0
ENSG00000163104	SMARCAD1	Q9H4L7	1026	0
ENSG00000185278	ZBTB3	Q9H5J0	574	0
ENSG00000178935	ZNF552	Q9H707	407	0
ENSG00000140506	LMAN1L	Q9HAT1	526	0
ENSG00000105726	ATP13A1	Q9HD20	1204	0
ENSG00000111536	IL26	Q9NPH9	171	0
ENSG00000137843	PAK6	Q9NQU5	681	0
ENSG00000125520	SLC2A4RG	Q9NR83	387	0
ENSG00000170891	CYTL1	Q9NRR1	136	0
ENSG00000023572	GLRX2	Q9NS18	164	1
ENSG00000088448	ANKRD10	Q9NXR5	420	1
ENSG00000131771	PPP1R1B	Q9UD71	204	0
ENSG00000099994	SUSD2	Q9UGT4	822	0
ENSG00000101892	ATP1B4	Q9UN42	357	0
ENSG00000006453	BAIAP2	Q9UQB8	552	0
ENSG00000115307	AUP1	Q9Y679	410	0
ENSG00000109046	WSB1	Q9Y6I7	421	1
ENSG00000204334	ERICH2	A1L162	156	0
ENSG00000183318	SPDYE4	A6NLX3	237	0
ENSG00000215252	GOLGA8B	A8MQT2	603	0
ENSG00000169402	RSPH10B2	B2RC85	870	0
ENSG00000102753	KPNA3	O00505	521	1
ENSG00000142484	TM4SF5	O14894	197	0
ENSG00000136059	VILL	O15195	856	0
ENSG00000102241	HTATSF1	O43719	755	1
ENSG00000119541	VPS4B	O75351	444	0
ENSG00000143553	SNAPIN	O95295	136	1
ENSG00000157077	ZFYVE9	O95405	1425	0
ENSG00000121552	CSTA	P01040	98	0
ENSG00000171560	FGA	P02671	866	0
ENSG00000060656	TPR	P12270	2363	1
ENSG00000185219	ZNF44	P15621	663	0
ENSG00000070748	CHAT	P28329	748	0
ENSG00000089220	PEBP1	P30086	187	1
ENSG00000140675	SLC5A2	P31639	672	0
ENSG00000099783	HNRNPM	P52272	730	1
ENSG00000266524	GDF10	P55107	478	0
ENSG00000169548	ZNF280A	P59817	542	0
ENSG00000101210	EEF1A2	Q05639	463	0
ENSG00000116350	SRSF4	Q08170	494	1
ENSG00000158856	DMTN	Q08495	405	0
ENSG00000110484	SCGB2A2	Q13296	93	0
ENSG00000102904	TSNAXIP1	Q2TAA8	658	0
ENSG00000174473	GALNTL6	Q49A17	601	0
ENSG00000022567	SLC45A4	Q5BKX6	768	0
ENSG00000271449	CT45A2	Q5DJT8	189	0
ENSG00000256980	KHDC1L	Q5JSQ8	128	0
ENSG00000197889	MEIG1	Q5JSS6	88	0
ENSG00000165716	DIPK1B	Q5VUD6	431	0
ENSG00000196123	MATCAP1	Q68EN5	471	0
ENSG00000110328	GALNT18	Q6P9A2	607	0
ENSG00000107341	UBE2R2	Q712K3	238	1
ENSG00000173848	NET1	Q7Z628	596	0
ENSG00000122085	MTERF4	Q7Z6M4	381	0
ENSG00000198796	ALPK2	Q86TB3	2170	0
ENSG00000146872	TLK2	Q86UE8	772	0
ENSG00000070366	SMG6	Q86US8	1419	0
ENSG00000178826	TMEM139	Q8IV31	216	0
ENSG00000132274	TRIM22	Q8IYM9	498	0
ENSG00000143409	MINDY1	Q8N5J2	469	0
ENSG00000144847	IGSF1	Q8N6C5	1336	0
ENSG00000173818	ENDOV	Q8N8Q3	282	0
ENSG00000176566	DCAF4L2	Q8NA75	395	0
ENSG00000144567	RETREG2	Q8NC44	543	0
ENSG00000165762	OR4K2	Q8NGD2	314	0
ENSG00000279270	OR52R1	Q8NGF1	315	0
ENSG00000114742	WDR48	Q8TAF3	677	0
ENSG00000153266	FEZF2	Q8TBJ5	459	0
ENSG00000165623	UCMA	Q8WVF2	138	0
ENSG00000105983	LMBR1	Q8WVP7	490	0
ENSG00000120696	KBTBD7	Q8WVZ9	684	0
ENSG00000171643	S100Z	Q8WXG8	99	0
ENSG00000140009	ESR2	Q92731	530	0
ENSG00000157613	CREB3L1	Q96BA8	519	0
ENSG00000177427	MIEF2	Q96C03	454	0
ENSG00000073150	PANX2	Q96RD6	677	0
ENSG00000070759	TESK2	Q96S53	571	0
ENSG00000204882	GPR20	Q99678	358	0
ENSG00000196263	ZNF471	Q9BX82	626	0
ENSG00000126391	FRMD8	Q9BZ67	464	0
ENSG00000178694	NSUN3	Q9H649	340	0
ENSG00000170464	DNAJC18	Q9H819	358	0
ENSG00000130717	UCK1	Q9HA47	277	0
ENSG00000136444	RSAD1	Q9HA92	442	1
ENSG00000100105	PATZ1	Q9HBE1	687	0
ENSG00000079308	TNS1	Q9HBL0	1839	0
ENSG00000028203	VEZT	Q9HBM0	779	0
ENSG00000165794	SLC39A2	Q9NP94	309	0
ENSG00000128694	OSGEP	Q9NPF4	335	0
ENSG00000178372	CALML5	Q9NZT1	146	0
ENSG00000130638	ATXN10	Q9UBB4	475	0
ENSG00000164707	SLC13A4	Q9UKG4	626	0
ENSG00000134115	CNTN6	Q9UQ52	1028	0
ENSG00000169862	CTNND2	Q9UQB3	1225	0
ENSG00000196652	ZKSCAN5	Q9Y2L8	839	0
ENSG00000112297	CRYBG1	Q9Y4K1	2131	0
ENSG00000163352	LENEP	Q9Y5L5	61	0
ENSG00000273173	SNURF	Q9Y675	71	0
ENSG00000077274	CAPN6	Q9Y6Q1	641	0
ENSG00000255393	OOSP4B	A0A2R8Y4Y8	160	0
ENSG00000198089	SFI1	A8K8P3	1242	0
ENSG00000214415	GNAT3	A8MTJ3	354	0
ENSG00000235268	KDM4E	B2RXH2	506	0
ENSG00000288675	PANO1	I0J062	215	0
ENSG00000111801	BTN3A3	O00478	584	0
ENSG00000167178	ISLR	O14498	428	0
ENSG00000180104	EXOC3	O60645	745	0
ENSG00000184381	PLA2G6	O60733	806	0
ENSG00000158716	USP2	O75604	605	0
ENSG00000162999	USP19	O94966	1318	0
ENSG00000132485	ZRANB2	O95218	330	1
ENSG00000123091	F11	P03951	625	0
ENSG00000290320	H2BN1	P0DW85	118	0
ENSG00000153684	GOLGA8F	P0DX52	636	0
ENSG00000170175	CHRNB1	P11230	501	0
ENSG00000198336	MYL4	P12829	197	0
ENSG00000196419	XRCC6	P12956	609	0
ENSG00000185499	MUC1	P15941	1255	0
ENSG00000156515	HK1	P19367	917	0
ENSG00000203668	CHML	P26374	656	0
ENSG00000047315	POLR2B	P30876	1174	0
ENSG00000143318	CASQ1	P31415	396	0
ENSG00000158747	NBL1	P41271	181	0
ENSG00000137745	MMP13	P45452	471	0
ENSG00000132746	ALDH3B2	P48448	385	0
ENSG00000075673	ATP12A	P54707	1039	0
ENSG00000188655	RNASE9	P60153	205	0
ENSG00000081189	MEF2C	Q06413	473	0
ENSG00000186529	CYP4F3	Q08477	520	0
ENSG00000156886	ITGAD	Q13349	1161	0
ENSG00000170348	TMED1	Q13445	227	1
ENSG00000177302	TOP3A	Q13472	1001	0
ENSG00000115604	IL18R1	Q13478	541	0
ENSG00000058404	CAMK2B	Q13554	666	0
ENSG00000183283	DAZAP2	Q15038	168	0
ENSG00000149403	GRIK4	Q16099	956	0
ENSG00000151376	ME3	Q16798	604	0
ENSG00000110987	BCL7A	Q4VC05	210	0
ENSG00000158457	PAN3	Q58A45	887	0
ENSG00000288649	ACTL10	Q5JWF8	245	0
ENSG00000188906	LRRK2	Q5S007	2527	0
ENSG00000253797	UTP14C	Q5TAP6	766	0
ENSG00000162365	CYP4A22	Q5TCH4	519	0
ENSG00000196967	ZNF585A	Q6P3V2	769	0
ENSG00000185298	CCDC137	Q6PK04	289	0
ENSG00000187537	POTEG	Q6S5H5	508	0
ENSG00000167173	C15orf39	Q6ZRI6	1047	0
ENSG00000263961	RHEX	Q6ZWK4	172	0
ENSG00000205867	KRTAP5-2	Q701N4	177	0
ENSG00000002746	HECW1	Q76N89	1606	0
ENSG00000171492	LRRC8D	Q7L1W4	858	0
ENSG00000065328	MCM10	Q7L590	875	0
ENSG00000169738	DCXR	Q7Z4W1	244	0
ENSG00000134686	PHC2	Q8IXK0	858	0
ENSG00000066279	ASPM	Q8IZT6	3477	0
ENSG00000143001	TMEM61	Q8N0U2	210	0
ENSG00000141564	RPTOR	Q8N122	1335	0
ENSG00000087263	OGFOD1	Q8N543	542	0
ENSG00000166069	TMCO5A	Q8N6Q1	288	0
ENSG00000121274	TENT4B	Q8NDF8	572	0
ENSG00000170011	MYRIP	Q8NFW9	859	0
ENSG00000139350	NEDD1	Q8NHV4	660	0
ENSG00000198832	SELENOM	Q8WWX9	145	0
ENSG00000138315	OIT3	Q8WWZ8	545	0
ENSG00000107742	SPOCK2	Q92563	424	0
ENSG00000151348	EXT2	Q93063	718	0
ENSG00000276600	RAB7B	Q96AH8	199	0
ENSG00000196456	ZNF775	Q96BV0	537	0
ENSG00000176401	EID2B	Q96D98	161	0
ENSG00000062598	ELMO2	Q96JJ3	720	0
ENSG00000103544	VPS35	Q96QK1	796	0
ENSG00000171180	OR2M4	Q96R27	311	0
ENSG00000168101	NUDT16L1	Q9BRJ7	211	1
ENSG00000242485	MRPL20	Q9BYC9	149	1
ENSG00000171396	KRTAP4-4	Q9BYR3	166	0
ENSG00000204616	TRIM31	Q9BZY9	425	0
ENSG00000138442	WDR12	Q9GZL7	423	0
ENSG00000183196	CHST6	Q9GZX3	395	0
ENSG00000111412	SPRING1	Q9H741	205	0
ENSG00000244122	UGT1A7	Q9HAW7	530	0
ENSG00000177383	MAGEF1	Q9HAY2	307	1
ENSG00000128655	PDE11A	Q9HCR9	933	0
ENSG00000140382	HMG20A	Q9NP66	347	0
ENSG00000215717	TMEM167B	Q9NRX6	74	1
ENSG00000162613	UBP1	Q9NZI7	540	1
ENSG00000133983	COX16	Q9P0S2	106	0
ENSG00000184677	ZBTB4	Q9P1Z0	1013	0
ENSG00000112210	RAB23	Q9ULC3	237	0
ENSG00000143183	TMCO1	Q9UM00	239	1
ENSG00000083937	CHMP2B	Q9UQN3	213	1
ENSG00000067533	RRP15	Q9Y3B9	282	0
ENSG00000147180	ZNF711	Q9Y462	761	0
ENSG00000060762	MPC1	Q9Y5U8	109	0
ENSG00000148156	ACTL7B	Q9Y614	415	0
ENSG00000124198	ARFGEF2	Q9Y6D5	1785	1
ENSG00000279408	OR4N4C	A0A096LPK9	316	0
ENSG00000283071	LBHD2	A0A0U1RRK4	108	0
ENSG00000196427	NBPF4	A0AAG2UXJ6	638	0
ENSG00000234776	FREY1	C9JXX5	98	0
ENSG00000116977	LGALS8	O00214	317	0
ENSG00000158966	CHD1	O14646	1710	0
ENSG00000122779	TRIM24	O15164	1050	0
ENSG00000131697	NPHP4	O75161	1426	0
ENSG00000164985	PSIP1	O75475	530	0
ENSG00000115840	SLC25A12	O75746	678	0
ENSG00000102524	TNFSF13	O75888	250	0
ENSG00000137100	DCTN3	O75935	186	1
ENSG00000126337	KRT36	O76013	467	0
ENSG00000081320	STK17B	O94768	372	0
ENSG00000114646	CSPG5	O95196	566	0
ENSG00000171759	PAH	P00439	452	0
ENSG00000160213	CSTB	P04080	98	0
ENSG00000049860	HEXB	P07686	556	0
ENSG00000215704	CELA2B	P08218	269	0
ENSG00000080293	SCT	P09683	121	0
ENSG00000162909	CAPN2	P17655	700	0
ENSG00000005471	ABCB4	P21439	1286	0
ENSG00000083123	BCKDHB	P21953	392	0
ENSG00000158773	USF1	P22415	310	0
ENSG00000109424	UCP1	P25874	307	0
ENSG00000153250	RBMS1	P29558	406	0
ENSG00000069667	RORA	P35398	523	0
ENSG00000204463	BAG6	P46379	1132	1
ENSG00000163468	CCT3	P49368	545	0
ENSG00000062096	ARSF	P54793	590	0
ENSG00000107831	FGF8	P55075	233	0
ENSG00000174748	RPL15	P61313	204	1
ENSG00000089289	IGBP1	P78318	339	1
ENSG00000105426	PTPRS	Q13332	1948	0
ENSG00000092758	COL9A3	Q14050	684	0
ENSG00000090612	ZNF268	Q14587	947	0
ENSG00000126456	IRF3	Q14653	427	0
ENSG00000189091	SF3B3	Q15393	1217	0
ENSG00000148484	RSU1	Q15404	277	0
ENSG00000130772	MED1	Q15648	1581	0
ENSG00000204237	OXLD1	Q5BKU9	147	0
ENSG00000205111	CDKL4	Q5MAI5	379	0
ENSG00000050030	NEXMIF	Q5QGS0	1516	0
ENSG00000135870	RC3H1	Q5TC82	1133	0
ENSG00000135837	CEP350	Q5VT06	3117	0
ENSG00000206177	HBM	Q6B0K9	141	0
ENSG00000278619	MRM1	Q6IN84	353	0
ENSG00000187533	PRR27	Q6MZM9	219	0
ENSG00000164169	PRMT9	Q6P2P2	845	0
ENSG00000149243	KLHL35	Q6PF15	583	0
ENSG00000139908	TSSK4	Q6SA08	328	0
ENSG00000156876	SASS6	Q6UVJ0	657	0
ENSG00000160588	MPZL3	Q6UWV2	235	0
ENSG00000143797	MBOAT2	Q6ZWT7	520	0
ENSG00000117600	PLPPR4	Q7Z2D5	763	0
ENSG00000151687	ANKAR	Q7Z5J8	1434	0
ENSG00000185739	SRL	Q86TD4	473	0
ENSG00000183640	KRTAP8-1	Q8IUC2	63	0
ENSG00000144619	CNTN4	Q8IWV2	1026	0
ENSG00000173421	IHO1	Q8IYA8	594	0
ENSG00000163961	RNF168	Q8IYW5	571	1
ENSG00000088538	DOCK3	Q8IZD9	2030	0
ENSG00000173950	XXYLT1	Q8NBI6	393	0
ENSG00000171115	GIMAP8	Q8ND71	665	0
ENSG00000165282	PIGO	Q8TEQ8	1089	0
ENSG00000273045	C2orf15	Q8WU43	91	0
ENSG00000196372	ASB13	Q8WXK3	278	0
ENSG00000169087	BAP1	Q92560	729	1
ENSG00000067141	NEO1	Q92859	1461	0
ENSG00000182405	PGBD4	Q96DM1	585	0
ENSG00000163377	TAFA4	Q96LR4	140	0
ENSG00000213265	TSGA13	Q96PP4	275	0
ENSG00000138395	CDK15	Q96Q40	435	0
ENSG00000133246	PRAM1	Q96QH2	670	0
ENSG00000130640	TUBGCP2	Q9BSJ2	902	0
ENSG00000124507	PACSIN1	Q9BY11	444	0
ENSG00000163673	DCLK3	Q9C098	648	0
ENSG00000174953	DHX36	Q9H2U1	1008	0
ENSG00000265972	TXNIP	Q9H3M7	391	0
ENSG00000165271	NOL6	Q9H6R4	1146	0
ENSG00000174574	AKIRIN1	Q9H9L7	192	1
ENSG00000102057	KCND1	Q9NSA2	647	0
ENSG00000064102	INTS13	Q9NVM9	706	0
ENSG00000171729	TMEM51	Q9NW97	253	0
ENSG00000205329	OR6C3	Q9NZP0	311	0
ENSG00000118276	B4GALT6	Q9UBX8	382	0
ENSG00000092850	TEKT2	Q9UIF3	430	0
ENSG00000070731	ST6GALNAC2	Q9UJ37	374	0
ENSG00000173890	GPR160	Q9UJ42	338	0
ENSG00000116031	CD207	Q9UJ71	328	0
ENSG00000213015	ZNF580	Q9UK33	172	0
ENSG00000175538	KCNE3	Q9Y6H6	103	0
ENSG00000105671	DDX49	Q9Y6V7	483	1
ENSG00000214897	PNMA6E	A0A0J9YXQ4	647	0
ENSG00000283361	CFAP97D2	A0A1B0GU71	98	0
ENSG00000179698	WDR97	A6NE52	1622	0
ENSG00000205832	C16orf96	A6NNT2	1141	0
ENSG00000230062	ANKRD66	B4E2M5	196	0
ENSG00000280267	PRAMEF26	H0Y7S4	478	0
ENSG00000116260	SOX1	O00570	391	0
ENSG00000143816	WNT9A	O14904	365	0
ENSG00000136826	KLF4	O43474	513	0
ENSG00000137834	SMAD6	O43541	496	0
ENSG00000170075	GPR37L1	O60883	481	0
ENSG00000054793	ATP9A	O75110	1047	0
ENSG00000122367	LDB3	O75112	727	0
ENSG00000158859	ADAMTS4	O75173	837	0
ENSG00000129255	MPDU1	O75352	247	0
ENSG00000160973	FOXH1	O75593	365	0
ENSG00000176956	LY6H	O94772	140	0
ENSG00000151929	BAG3	O95817	575	0
ENSG00000102144	PGK1	P00558	417	0
ENSG00000223865	HLA-DPB1	P04440	258	0
ENSG00000153037	SRP19	P09132	144	1
ENSG00000137673	MMP7	P09237	267	0
ENSG00000133317	LGALS1	P09382	135	0
ENSG00000240045	STRIT1	P0DN84	35	0
ENSG00000173610	UGT2A1	P0DTE4	527	0
ENSG00000102575	ACP5	P13686	325	0
ENSG00000128050	PAICS	P22234	425	0
ENSG00000092009	CMA1	P23946	247	0
ENSG00000203859	HSD3B2	P26439	372	0
ENSG00000100053	CRYBB3	P26998	211	0
ENSG00000060558	GNA15	P30679	374	0
ENSG00000141480	ARRB2	P32121	409	0
ENSG00000189030	VHL	P40337	213	0
ENSG00000133961	NUMB	P49757	651	1
ENSG00000180879	SSR4	P51571	173	1
ENSG00000132541	RIDA	P52758	137	0
ENSG00000067533	RRP1	P56182	461	0
ENSG00000261150	EPPK1	P58107	5088	0
ENSG00000034713	GABARAPL2	P60520	117	1
ENSG00000071082	RPL31	P62899	125	1
ENSG00000113430	IRX4	P78413	519	0
ENSG00000183044	ABAT	P80404	500	0
ENSG00000156885	COX6A2	Q02221	97	0
ENSG00000162267	ITIH3	Q06033	890	0
ENSG00000214226	C17orf67	Q0P5P2	90	0
ENSG00000115942	ORC2	Q13416	577	0
ENSG00000169139	UBE2V2	Q15819	145	0
ENSG00000188493	ACTMAP	Q5BKX5	351	0
ENSG00000288701	PRRC2B	Q5JSZ5	2229	0
ENSG00000188483	IER5L	Q5T953	404	0
ENSG00000186205	MTARC1	Q5VT66	337	0
ENSG00000127954	STEAP4	Q687X5	459	0
ENSG00000164989	CCDC171	Q6TFL3	1326	0
ENSG00000180730	SHISA2	Q6UWI4	295	0
ENSG00000198663	C6orf89	Q6UWU4	347	1
ENSG00000196711	ALKAL1	Q6UXT8	129	0
ENSG00000188916	INSYN2A	Q6ZSG2	479	0
ENSG00000005238	ATOSB	Q7L5A3	538	0
ENSG00000186136	TAS2R42	Q7RTR8	314	0
ENSG00000175065	DSG4	Q86SJ6	1040	0
ENSG00000135144	DTX1	Q86Y01	620	0
ENSG00000163393	SLC22A15	Q8IZD6	547	0
ENSG00000163625	WDFY3	Q8IZQ1	3526	0
ENSG00000109158	ABRA	Q8N0Z2	381	0
ENSG00000148120	AOPEP	Q8N6M6	819	0
ENSG00000152409	JMY	Q8N9B5	988	0
ENSG00000241852	C8orf58	Q8NAV2	365	0
ENSG00000196689	TRPV1	Q8NER1	839	0
ENSG00000198794	SCAMP5	Q8TAC9	235	0
ENSG00000143294	PRCC	Q92733	491	1
ENSG00000161202	DVL3	Q92997	716	1
ENSG00000176049	JAKMIP2	Q96AA8	810	0
ENSG00000159479	MED8	Q96G25	268	0
ENSG00000144749	LRIG1	Q96JA1	1093	0
ENSG00000176410	DNAJC30	Q96LL9	226	0
ENSG00000167785	ZNF558	Q96NG5	402	0
ENSG00000135617	PRADC1	Q9BSG0	188	1
ENSG00000138271	GPR87	Q9BY21	358	0
ENSG00000137460	FHDC1	Q9C0D6	1143	0
ENSG00000052850	ALX4	Q9H161	411	0
ENSG00000215305	VPS16	Q9H269	839	1
ENSG00000169627	BOLA2B	Q9H3K6	86	0
ENSG00000119285	HEATR1	Q9H583	2144	0
ENSG00000092036	HAUS4	Q9H6D7	363	0
ENSG00000163904	SENP2	Q9HC62	589	1
ENSG00000172301	COPRS	Q9NQ92	184	1
ENSG00000155886	SLC24A2	Q9UI40	661	0
ENSG00000187189	TSPYL4	Q9UJ04	414	0
ENSG00000125869	LAMP5	Q9UJQ1	280	0
ENSG00000114850	SSR3	Q9UNL2	185	1
ENSG00000185104	FAF1	Q9UNN5	650	0
ENSG00000253767	PCDHGA8	Q9Y5G5	932	0
ENSG00000279012	OR51B2	Q9Y5P1	312	0
ENSG00000125629	INSIG2	Q9Y5U4	225	0
ENSG00000196498	NCOR2	Q9Y618	2514	0
ENSG00000225110	PNMA6F	A0A0J9YX94	578	0
ENSG00000277531	PNMA8C	A0A1B0GUJ8	204	0
ENSG00000277200	CCDC92B	A0A8I5KY20	255	0
ENSG00000162069	BICDL2	A1A5D9	508	0
ENSG00000274808	TBC1D3B	A6NDS4	549	0
ENSG00000213967	ZNF726	A6NNF4	616	0
ENSG00000214872	SMTNL1	A8MU46	494	0
ENSG00000248933	USP17L22	D6RA61	530	0
ENSG00000196911	KPNA5	O15131	539	0
ENSG00000115947	ORC4	O43929	436	0
ENSG00000007255	TRAPPC6A	O75865	159	0
ENSG00000089050	RBBP9	O75884	186	0
ENSG00000149218	ENDOD1	O94919	500	0
ENSG00000151650	VENTX	O95231	258	0
ENSG00000124664	SPDEF	O95238	335	0
ENSG00000251655	PRB1	P04280	392	0
ENSG00000126709	IFI6	P09912	130	0
ENSG00000228623	ZNF883	P0CG24	379	0
ENSG00000198105	ZNF24	P17028	368	0
ENSG00000183091	NEB	P20929	8525	0
ENSG00000120265	PCMT1	P22061	227	1
ENSG00000160867	FGFR4	P22455	802	0
ENSG00000151617	EDNRA	P25101	427	0
ENSG00000185291	IL3RA	P26951	378	0
ENSG00000144029	RPS5	P46782	204	1
