Gene ID	UniProtID	Protein length	Housekeeping?
ENSG00000143842	Q9UN79	622	0
ENSG00000133103	Q9Y2V7	657	0
ENSG00000165238	Q9Y3S1	2297	0
ENSG00000106638	Q9Y4P3	447	0
ENSG00000204140	A2RUU4	121	0
ENSG00000240720	A4D1F6	860	0
ENSG00000206422	A6NM36	301	0
ENSG00000261115	H3BS89	294	0
ENSG00000166548	O00142	265	0
ENSG00000110711	O00170	330	1
ENSG00000136869	O00206	839	0
ENSG00000137575	O00560	298	1
ENSG00000060709	O15034	1052	0
ENSG00000119013	O43676	98	1
ENSG00000104765	O60238	219	1
ENSG00000183918	O60880	128	0
ENSG00000265808	O75396	215	0
ENSG00000213619	O75489	264	1
ENSG00000184933	O95222	327	0
ENSG00000138207	P02753	201	0
ENSG00000135222	P05814	226	0
ENSG00000285318	P12838	97	0
ENSG00000172819	P13631	454	0
ENSG00000008056	P17600	705	0
ENSG00000132109	P19474	475	0
ENSG00000185339	P20062	427	0
ENSG00000047849	P27816	1152	1
ENSG00000143106	P28066	241	1
ENSG00000139874	P30872	391	0
ENSG00000148680	P34969	479	0
ENSG00000101440	P42127	132	0
ENSG00000131435	P50479	330	0
ENSG00000147224	P60891	318	1
ENSG00000100902	P60900	246	1
ENSG00000140612	P67812	179	1
ENSG00000101266	P68400	391	1
ENSG00000118058	Q03164	3969	0
ENSG00000114316	Q13107	963	1
ENSG00000058085	Q13753	1193	0
ENSG00000157193	Q14114	963	0
ENSG00000104549	Q14534	574	0
ENSG00000160208	Q14684	758	0
ENSG00000119681	Q14767	1821	0
ENSG00000254470	Q2VPB7	878	0
ENSG00000166471	Q5BJD5	291	0
ENSG00000146221	Q5JU00	501	0
ENSG00000179058	Q5SZB4	431	0
ENSG00000088854	Q5TEA3	1177	0
ENSG00000203943	Q5VXD3	122	0
ENSG00000182518	Q5XKR9	115	0
ENSG00000066813	Q68CK6	577	0
ENSG00000164976	Q6NSJ0	714	0
ENSG00000038358	Q6P2E9	1401	0
ENSG00000039523	Q6ZS17	1223	0
ENSG00000119283	Q6ZTA4	783	0
ENSG00000182208	Q70IA6	237	0
ENSG00000197302	Q7Z2F6	126	0
ENSG00000198919	Q86Y13	1208	0
ENSG00000186897	Q86Z23	238	0
ENSG00000152689	Q8IV61	690	0
ENSG00000185156	Q8IWD5	586	0
ENSG00000126858	Q8IXI2	618	0
ENSG00000142765	Q8IYJ3	562	0
ENSG00000145198	Q8N398	1242	0
ENSG00000198673	Q8N3H0	131	0
ENSG00000140043	Q8N8N7	351	0
ENSG00000197050	Q8TAQ5	688	0
ENSG00000174721	Q8TAT2	258	0
ENSG00000173947	Q8TCI5	191	0
ENSG00000270806	Q8WW18	174	0
ENSG00000152049	Q8WWG9	221	0
ENSG00000104112	Q8WXD2	468	0
ENSG00000178662	Q8WYN3	585	0
ENSG00000166716	Q92610	1267	0
ENSG00000135437	Q92781	318	0
ENSG00000145777	Q969D9	159	0
ENSG00000275779	Q96AB6	310	0
ENSG00000241360	Q96GD0	296	0
ENSG00000173976	Q96IS3	184	0
ENSG00000110237	Q96PE2	2063	0
ENSG00000214787	Q96PG1	132	0
ENSG00000205409	Q96RD3	313	0
ENSG00000212710	Q96RT6	745	0
ENSG00000165209	Q96SI9	672	0
ENSG00000134061	Q99467	661	0
ENSG00000075223	Q99985	751	0
ENSG00000278622	Q9BSV6	310	0
ENSG00000115267	Q9BYX4	1025	0
ENSG00000126653	Q9H0G5	558	1
ENSG00000169118	Q9HCP0	422	0
ENSG00000278889	Q9NQN1	319	0
ENSG00000158234	Q9NVQ4	179	0
ENSG00000143476	Q9NZJ0	730	0
ENSG00000159433	Q9P2P6	4700	0
ENSG00000187848	Q9UBL9	471	0
ENSG00000229544	Q9UD57	310	0
ENSG00000283852	Q9UHQ4	241	0
ENSG00000163872	Q9ULM3	1422	0
ENSG00000204956	Q9Y5H4	931	0
ENSG00000198780	Q9Y6X4	670	0
ENSG00000275949	A0A0G2JMH3	177	0
ENSG00000236782	A0A0U1RRA0	63	0
ENSG00000184544	A6NNS2	312	0
ENSG00000183977	A8MPX8	630	0
ENSG00000237651	A8MZ97	187	0
ENSG00000136868	O15431	190	0
ENSG00000164438	O43711	291	0
ENSG00000068985	O75459	146	0
ENSG00000142748	O75636	299	0
ENSG00000101843	O75832	226	1
ENSG00000130054	O75949	472	0
ENSG00000138640	O94988	1023	0
ENSG00000182168	O95185	931	0
ENSG00000180304	O95190	189	1
ENSG00000143158	O95563	127	1
ENSG00000168878	P07988	381	0
ENSG00000284356	P0DW14	198	0
ENSG00000160882	P15538	503	0
ENSG00000163599	P16410	223	0
ENSG00000125977	P20042	333	1
ENSG00000140678	P20702	1163	0
ENSG00000138039	P22888	699	0
ENSG00000136936	P23025	273	0
ENSG00000205809	P26717	231	0
ENSG00000204257	P28067	261	0
ENSG00000037280	P35916	1363	0
ENSG00000168748	P43166	264	0
ENSG00000107643	P45983	427	0
ENSG00000288269	P47871	477	0
ENSG00000113722	P47902	265	0
ENSG00000143171	P48443	463	0
ENSG00000105143	P48664	564	0
ENSG00000182149	P53990	364	0
ENSG00000155858	P83369	360	0
ENSG00000115738	Q02363	134	0
ENSG00000149136	Q08945	709	1
ENSG00000139625	Q12852	859	0
ENSG00000185324	Q15131	360	0
ENSG00000186930	Q3LI66	62	0
ENSG00000162878	Q504Y2	493	0
ENSG00000144120	Q53S58	311	0
ENSG00000187860	Q569K6	752	0
ENSG00000127483	Q5SSJ5	553	1
ENSG00000181291	Q6IEE7	1074	0
ENSG00000174928	Q6P1S2	294	0
ENSG00000140950	Q6P9B6	456	0
ENSG00000177051	Q6PJ61	603	0
ENSG00000196844	Q6UY27	113	0
ENSG00000205795	Q717R9	158	0
ENSG00000168591	Q71RG4	321	0
ENSG00000158863	Q86V87	743	0
ENSG00000179431	Q86VR8	437	0
ENSG00000164188	Q86VV4	465	0
ENSG00000011566	Q8IVH8	894	0
ENSG00000067798	Q8IVL0	2385	0
ENSG00000165953	Q8IW75	414	0
ENSG00000163082	Q8IWX5	399	0
ENSG00000158163	Q8IYY4	767	0
ENSG00000187268	Q8IZT9	166	0
ENSG00000226784	Q8N0Y7	254	0
ENSG00000161082	Q8N6W0	485	0
ENSG00000175718	Q8N7X1	1067	0
ENSG00000174450	Q8N9W4	909	0
ENSG00000279301	Q8NH01	316	0
ENSG00000172199	Q8NH10	309	0
ENSG00000161677	Q8TAC2	188	0
ENSG00000174695	Q8TBQ9	72	1
ENSG00000164893	Q8TCU3	470	0
ENSG00000156463	Q8TEC5	729	0
ENSG00000214688	Q8TEF2	133	0
ENSG00000144401	Q8WXB1	218	0
ENSG00000165192	Q8WXH4	323	0
ENSG00000256061	Q8WXU2	420	0
ENSG00000175073	Q96JH7	1222	0
ENSG00000128285	Q99705	353	0
ENSG00000164442	Q99967	270	0
ENSG00000125850	Q9BRP0	275	0
ENSG00000162378	Q9C0D3	744	1
ENSG00000089486	Q9H305	208	0
ENSG00000123594	Q9H3M9	355	0
ENSG00000101460	Q9H492	121	0
ENSG00000136840	Q9H4F1	302	0
ENSG00000088367	Q9H4G0	881	0
ENSG00000177106	Q9H6S3	715	0
ENSG00000186204	Q9HCS2	524	0
ENSG00000166164	Q9NPI1	651	0
ENSG00000163818	Q9NQ48	299	0
ENSG00000155307	Q9NSI8	373	0
ENSG00000125447	Q9NZ52	723	0
ENSG00000129691	Q9UBL3	628	0
ENSG00000094631	Q9UBN7	1215	0
ENSG00000184076	Q9UDW1	63	1
ENSG00000033050	Q9UG63	623	1
ENSG00000112146	Q9UK97	447	0
ENSG00000288645	A0A6Q8PGL7	129	0
ENSG00000187135	A6NLU5	285	0
ENSG00000197162	A8K8V0	405	0
ENSG00000282958	O43390	633	0
ENSG00000170855	O43715	76	1
ENSG00000178860	O60682	206	0
ENSG00000072786	O94804	968	0
ENSG00000007516	O94812	1187	0
ENSG00000180999	O95561	183	0
ENSG00000085741	O96014	354	0
ENSG00000147885	P05015	189	0
ENSG00000163914	P08100	348	0
ENSG00000060971	P09110	424	0
ENSG00000117091	P09326	243	0
ENSG00000145002	P0C5J1	330	0
ENSG00000150768	P10515	647	0
ENSG00000005889	P17010	805	0
ENSG00000168374	P18085	180	1
ENSG00000169676	P21918	477	0
ENSG00000188153	P29400	1685	0
ENSG00000136240	P33947	212	1
ENSG00000081059	P36402	384	0
ENSG00000112164	P43220	463	0
ENSG00000152518	P47974	494	0
ENSG00000170231	P51161	128	0
ENSG00000140937	P55287	796	0
ENSG00000166226	P78371	535	1
ENSG00000112033	Q03181	441	0
ENSG00000137770	Q05D32	466	0
ENSG00000196388	Q0VD86	236	0
ENSG00000167323	Q13586	685	1
ENSG00000111358	Q13889	308	0
ENSG00000135525	Q14244	749	0
ENSG00000131149	Q14687	1217	0
ENSG00000126787	Q15398	846	0
ENSG00000205730	Q3MIP1	535	0
ENSG00000187238	Q5TA77	95	0
ENSG00000148358	Q5VW38	600	0
ENSG00000168090	Q7L5N1	327	1
ENSG00000169962	Q7RTX0	852	0
ENSG00000166024	Q7Z5L2	792	0
ENSG00000077420	Q7Z5R6	666	0
ENSG00000158428	Q7Z7H3	387	0
ENSG00000153815	Q8IY22	773	0
ENSG00000136319	Q8N0Z6	440	0
ENSG00000179008	Q8N1H7	587	0
ENSG00000276146	Q8N423	597	0
ENSG00000257594	Q8N4A0	578	0
ENSG00000104047	Q8N5C7	304	0
ENSG00000176396	Q8N6I1	236	1
ENSG00000138336	Q8NFU7	2136	0
ENSG00000176555	Q8NGB4	309	0
ENSG00000148136	Q8NGS5	318	0
ENSG00000171195	Q8TAX7	377	0
ENSG00000182903	Q8TF20	911	0
ENSG00000157111	Q8WVE6	324	0
ENSG00000158008	Q92935	676	0
ENSG00000108771	Q96C10	678	0
ENSG00000196329	Q96F15	307	0
ENSG00000176108	Q96FZ7	201	1
ENSG00000104883	Q96HA9	241	0
ENSG00000161642	Q96PM9	386	0
ENSG00000048028	Q96RU2	1077	0
ENSG00000089225	Q99593	518	0
ENSG00000182256	Q99928	467	0
ENSG00000236873	Q99943	283	0
ENSG00000134077	Q9BV44	507	0
ENSG00000140854	Q9BVA0	655	0
ENSG00000099954	Q9BXF3	1484	0
ENSG00000137831	Q9BZF9	1416	0
ENSG00000170561	Q9BZI1	471	0
ENSG00000176383	Q9C0J1	378	0
ENSG00000073282	Q9H3D4	680	0
ENSG00000221818	Q9HAK2	575	0
ENSG00000108854	Q9HAU4	748	0
ENSG00000101474	Q9HDC9	416	0
ENSG00000183161	Q9NPI8	374	0
ENSG00000112309	Q9NPZ5	323	0
ENSG00000139572	Q9NQS5	396	0
ENSG00000239732	Q9NR96	1032	0
ENSG00000143032	Q9NY43	387	0
ENSG00000163812	Q9NYG2	299	0
ENSG00000205352	Q9NZ81	148	0
ENSG00000104142	Q9P253	973	0
ENSG00000109819	Q9UBK2	798	0
ENSG00000153774	Q9UEE9	299	1
ENSG00000184752	Q9UI09	145	1
ENSG00000125885	Q9UJA3	840	0
ENSG00000135299	Q9Y2G4	727	0
ENSG00000188706	Q9Y397	364	0
ENSG00000105321	Q9Y3X0	531	1
ENSG00000274042	A0A0M3HER8	536	0
ENSG00000284438	A0A1W2PQ27	194	0
ENSG00000172159	A2A2Y4	597	0
ENSG00000135426	A2RU30	521	0
ENSG00000133619	A5PL33	1030	0
ENSG00000172425	A6NLP5	189	0
ENSG00000244242	A6NMD0	228	0
ENSG00000110696	O00193	183	0
ENSG00000120659	O14788	317	0
ENSG00000186732	O15442	326	0
ENSG00000104059	O60320	539	0
ENSG00000147443	O60496	412	0
ENSG00000111269	O60519	120	0
ENSG00000051341	O75417	2590	0
ENSG00000143127	O75578	1167	0
ENSG00000170296	O95166	117	1
ENSG00000149133	O95221	314	0
ENSG00000113615	O95486	1093	0
ENSG00000172939	O95747	527	1
ENSG00000100714	P11586	935	0
ENSG00000138772	P12429	323	0
ENSG00000149294	P13591	858	0
ENSG00000077498	P14679	529	0
ENSG00000096696	P15924	2871	0
ENSG00000132010	P17024	532	0
ENSG00000196924	P21333	2647	0
ENSG00000188419	P24386	653	0
ENSG00000120129	P28562	367	0
ENSG00000168412	P48039	350	0
ENSG00000128989	P56211	112	1
ENSG00000136193	Q12765	414	0
ENSG00000103241	Q12946	379	0
ENSG00000151320	Q13023	2319	0
ENSG00000090621	Q13310	644	1
ENSG00000100290	Q13323	160	0
ENSG00000077380	Q13409	638	0
ENSG00000179833	Q14140	314	0
ENSG00000086967	Q14324	1141	0
ENSG00000173726	Q15388	145	1
ENSG00000104325	Q16698	335	0
ENSG00000067842	Q16720	1220	0
ENSG00000135637	Q17RM4	750	0
ENSG00000152620	Q4G0N4	442	0
ENSG00000198046	Q5HYK9	610	0
ENSG00000291901	Q5JRS4	329	0
ENSG00000162641	Q5T1N1	836	0
ENSG00000143552	Q5VU65	1888	0
ENSG00000163239	Q5VZ19	366	0
ENSG00000144711	Q6DN90	963	1
ENSG00000163634	Q6I9Y2	204	1
ENSG00000161091	Q6NUT3	480	0
ENSG00000140107	Q6Q0C1	308	0
ENSG00000102886	Q7L5L3	318	0
ENSG00000185127	Q7Z4R8	191	1
ENSG00000168172	Q86VS8	718	0
ENSG00000173572	Q86W25	1043	0
ENSG00000164970	Q8IW50	185	0
ENSG00000272602	Q8IYB9	648	0
ENSG00000181619	Q8IZ08	494	0
ENSG00000174611	Q8NBH2	661	0
ENSG00000176971	Q8TAL6	211	0
ENSG00000144045	Q8TE96	717	0
ENSG00000173714	Q8TEU8	576	0
ENSG00000164332	Q8WVY7	318	0
ENSG00000110852	Q92478	149	0
ENSG00000116014	Q969F8	398	0
ENSG00000184428	Q969P6	601	0
ENSG00000141076	Q969X6	686	0
ENSG00000247626	Q96GW9	593	0
ENSG00000035115	Q96HL8	342	0
ENSG00000186603	Q96IR7	371	0
ENSG00000110079	Q96JQ5	239	0
ENSG00000177947	Q96PU9	254	0
ENSG00000147174	Q96QF7	691	0
ENSG00000161640	Q96RL6	698	0
ENSG00000263236	Q9BQ66	201	0
ENSG00000141447	Q9BXW6	950	0
ENSG00000075975	Q9H000	416	1
ENSG00000088782	Q9H1M4	99	0
ENSG00000101442	Q9H9F9	607	0
ENSG00000065371	Q9HAT0	212	0
ENSG00000239713	Q9HC16	384	0
ENSG00000170837	Q9NS67	375	0
ENSG00000148331	Q9NWX5	421	0
ENSG00000170340	Q9NY97	397	0
ENSG00000273457	Q9NYV9	303	0
ENSG00000182132	Q9NZI2	227	0
ENSG00000063169	Q9NZM4	1560	0
ENSG00000150045	Q9NZS2	231	0
ENSG00000008324	Q9UHA2	77	1
ENSG00000160584	Q9Y2K2	1321	0
ENSG00000135898	Q9Y2T6	319	0
ENSG00000134970	Q9Y3B3	224	1
ENSG00000184363	Q9Y446	797	0
ENSG00000115548	Q9Y4C1	1321	0
ENSG00000101180	Q9Y5N1	445	0
ENSG00000221968	Q9Y5Q0	445	0
ENSG00000284779	A0A2R8Y747	149	0
ENSG00000286038	A0A494C0Z2	265	0
ENSG00000187017	B1AK53	854	0
ENSG00000277865	H0YM25	854	0
ENSG00000064655	O00167	538	0
ENSG00000100226	O00178	669	1
ENSG00000265354	O14925	209	0
ENSG00000114026	O15527	345	0
ENSG00000143061	O75054	1194	0
ENSG00000115661	O75716	305	0
ENSG00000137496	O95998	194	0
ENSG00000137080	P01568	189	0
ENSG00000082175	P06401	933	0
ENSG00000262418	P08575	1306	0
ENSG00000263242	P0C5Y4	121	0
ENSG00000229972	P0C7M6	154	0
ENSG00000278289	P0DMU7	189	0
ENSG00000120068	P17481	243	0
ENSG00000100031	P19440	569	0
ENSG00000179583	P33076	1130	0
ENSG00000108242	P33260	490	0
ENSG00000169047	P35568	1242	0
ENSG00000167081	P40426	434	0
ENSG00000133119	P40938	356	0
ENSG00000095059	P49366	369	1
ENSG00000125753	P50552	380	0
ENSG00000164144	P53367	373	0
ENSG00000172531	P62136	330	1
ENSG00000220205	P63027	116	1
ENSG00000156508	P68104	462	1
ENSG00000068650	P98196	1134	0
ENSG00000108878	Q06432	222	0
ENSG00000138814	Q08209	521	0
ENSG00000152592	Q13316	513	0
ENSG00000109079	Q13829	316	1
ENSG00000169282	Q14722	419	0
ENSG00000140396	Q15596	1464	0
ENSG00000166886	Q15742	525	0
ENSG00000108924	Q16534	295	0
ENSG00000030110	Q16611	211	0
ENSG00000102935	Q2M1K9	1284	0
ENSG00000123415	Q53HV7	270	0
ENSG00000169067	Q562R1	376	0
ENSG00000168077	Q6AZY7	606	0
ENSG00000186994	Q6NY19	821	0
ENSG00000213901	Q6PIS1	610	0
ENSG00000142449	Q75N90	2809	0
ENSG00000162174	Q7L266	308	0
ENSG00000178567	Q7L775	607	1
ENSG00000122547	Q7L9B9	569	0
ENSG00000173662	Q7RTX1	841	0
ENSG00000187144	Q7Z572	469	0
ENSG00000176182	Q86VE0	399	0
ENSG00000281166	Q86W26	655	0
ENSG00000188610	Q86X60	149	0
ENSG00000160994	Q8IYK2	499	0
ENSG00000258223	Q8IYP2	241	0
ENSG00000118242	Q8N565	214	0
ENSG00000173769	Q8N9V7	1692	0
ENSG00000282880	Q8NCR0	500	0
ENSG00000169208	Q8NGC4	313	0
ENSG00000254737	Q8NGN3	311	0
ENSG00000181273	Q8NH90	309	0
ENSG00000132849	Q8NI35	1801	0
ENSG00000165323	Q8TDW7	4557	0
ENSG00000149716	Q8WV07	137	0
ENSG00000127586	Q8WVB6	975	0
ENSG00000165120	Q8WWF3	244	0
ENSG00000155657	Q8WZ42	34350	0
ENSG00000176209	Q96E16	107	1
ENSG00000175581	Q96GC5	212	0
ENSG00000171606	Q96GC6	653	0
ENSG00000269058	Q96L12	384	0
ENSG00000183695	Q96LB1	330	0
ENSG00000143006	Q96MA1	342	0
ENSG00000265763	Q96MN9	340	0
ENSG00000183011	Q9BRA0	125	0
ENSG00000140025	Q9BUY7	163	0
ENSG00000119866	Q9H165	835	0
ENSG00000135900	Q9H9J2	332	1
ENSG00000139620	Q9H9L4	492	0
ENSG00000043143	Q9NQC1	790	0
ENSG00000158042	Q9NRX2	175	1
ENSG00000198736	Q9NZV6	116	0
ENSG00000145979	Q9P0N9	293	0
ENSG00000087095	Q9UBE8	527	0
ENSG00000099822	Q9UL51	889	0
ENSG00000086189	Q9UNQ2	313	1
ENSG00000004399	Q9Y4D7	1925	0
ENSG00000166233	Q9Y4X5	557	0
ENSG00000139631	Q9Y600	493	0
ENSG00000182601	Q9Y661	456	0
ENSG00000282125	A0A0G2JMD5	474	0
ENSG00000284629	A0A286YEY9	88	0
ENSG00000286190	A0A494C1I1	119	0
ENSG00000282168	A0A499FJF3	267	0
ENSG00000182327	A6NH11	291	0
ENSG00000234719	A6NJ64	397	0
ENSG00000183654	A6NNE9	402	0
ENSG00000232653	F8WBI6	632	0
ENSG00000261652	H3BRN8	121	0
ENSG00000129864	O14598	125	0
ENSG00000157538	O14972	297	1
ENSG00000183309	O75123	536	0
ENSG00000183828	O95848	222	0
ENSG00000232062	P01909	254	0
ENSG00000084674	P04114	4563	0
ENSG00000123999	P05111	366	0
ENSG00000102003	P08247	313	0
ENSG00000277974	P0C7X1	549	0
ENSG00000154957	P17022	549	0
ENSG00000134183	P19087	354	0
ENSG00000172482	P21549	392	0
ENSG00000134899	P28715	1186	0
ENSG00000160200	P35520	551	0
ENSG00000138829	P35556	2912	0
ENSG00000079739	P36871	562	0
ENSG00000182871	P39060	1754	0
ENSG00000106245	P41223	144	1
ENSG00000135914	P41595	481	0
ENSG00000034152	P46734	347	0
ENSG00000124334	Q01113	521	0
ENSG00000205810	Q07444	240	0
ENSG00000113263	Q08881	620	0
ENSG00000188674	Q0P641	193	0
ENSG00000163430	Q12841	308	0
ENSG00000072736	Q12968	1075	0
ENSG00000117751	Q12972	351	1
ENSG00000196792	Q13033	797	1
ENSG00000123496	Q14627	380	0
ENSG00000002834	Q14847	261	1
ENSG00000065054	Q15599	337	0
ENSG00000170525	Q16875	520	0
ENSG00000168676	Q17RG1	926	0
ENSG00000186971	Q3LI77	160	0
ENSG00000203772	Q5BIV9	151	0
ENSG00000130377	Q5FVE4	666	0
ENSG00000231041	Q5JQF7	62	0
ENSG00000139597	Q5TBK1	243	0
ENSG00000174939	Q5U4P2	390	0
ENSG00000107518	Q5VV63	1379	0
ENSG00000180776	Q5W0Z9	365	0
ENSG00000189030	Q6RSH7	139	0
ENSG00000187855	Q6XD76	172	0
ENSG00000170448	Q6ZNB6	911	0
ENSG00000139880	Q86UP0	819	0
ENSG00000111696	Q86UY8	548	0
ENSG00000175874	Q8IUH2	290	0
ENSG00000148841	Q8IWB1	547	0
ENSG00000185250	Q8IXY8	311	0
ENSG00000131732	Q8N567	271	0
ENSG00000174749	Q8N8J7	132	0
ENSG00000163596	Q8NDH6	482	0
ENSG00000279111	Q8NGY0	326	0
ENSG00000232382	Q8NHB7	308	0
ENSG00000198818	Q8WV19	159	1
ENSG00000168273	Q8WVI0	70	0
ENSG00000140403	Q8WW22	397	0
ENSG00000198513	Q8WXF7	558	0
ENSG00000109184	Q92564	292	0
ENSG00000085415	Q96EE3	360	0
ENSG00000119865	Q96F85	164	0
ENSG00000160446	Q96GR4	267	0
ENSG00000143194	Q96JY0	434	0
ENSG00000157106	Q96Q15	3661	0
ENSG00000139218	Q99590	1463	0
ENSG00000111671	Q99619	263	0
ENSG00000058804	Q9BTX1	674	0
ENSG00000176014	Q9BUF5	446	0
ENSG00000095637	Q9BX66	1292	0
ENSG00000182985	Q9BY67	442	0
ENSG00000263229	Q9BYQ6	195	0
ENSG00000165887	Q9GZV1	360	0
ENSG00000152348	Q9H0Y0	220	0
ENSG00000111186	Q9H1J7	359	0
ENSG00000087884	Q9H7C9	122	0
ENSG00000101916	Q9NR97	1041	0
ENSG00000007923	Q9NVH1	559	1
ENSG00000088205	Q9NVP1	670	1
ENSG00000177951	Q9NYM9	111	1
ENSG00000236346	Q9UBC1	381	0
ENSG00000143185	Q9UBD3	114	0
ENSG00000158480	Q9UM82	520	0
ENSG00000112339	Q9Y450	684	0
ENSG00000115596	Q9Y6F9	365	0
ENSG00000248109	A0A1B0GUY1	285	0
ENSG00000179270	A6NGG8	1288	0
ENSG00000142549	A6NGN9	336	0
ENSG00000158186	O14807	208	0
ENSG00000092208	O14893	280	0
ENSG00000019549	O43623	268	0
ENSG00000008256	O43739	400	0
ENSG00000168710	O43865	530	1
ENSG00000127515	O76100	309	0
ENSG00000197632	P05120	415	0
ENSG00000039537	P13671	934	0
ENSG00000136689	P18510	177	0
ENSG00000152234	P25705	553	0
ENSG00000088179	P29074	926	0
ENSG00000021826	P31327	1500	0
ENSG00000174417	P34981	398	0
ENSG00000125965	P43026	501	0
ENSG00000109738	P48167	497	0
ENSG00000080503	P51531	1590	0
ENSG00000059573	P54886	795	0
ENSG00000138326	P62847	133	1
ENSG00000151914	Q03001	7570	0
ENSG00000227816	Q03518	748	0
ENSG00000138079	Q07837	685	0
ENSG00000105650	Q08493	712	0
ENSG00000100280	Q10567	949	0
ENSG00000145191	Q13144	721	0
ENSG00000114423	Q13191	982	0
ENSG00000170819	Q13515	415	0
ENSG00000115641	Q14192	279	0
ENSG00000120211	Q14641	139	0
ENSG00000089597	Q14697	944	0
ENSG00000120215	Q16655	118	0
ENSG00000174156	Q16772	222	0
ENSG00000131471	Q16853	763	0
ENSG00000130956	Q5JVS0	413	1
ENSG00000177888	Q5SVQ8	909	0
ENSG00000138439	Q6P1L5	589	0
ENSG00000133561	Q6P9H5	292	0
ENSG00000122035	Q6T310	242	0
ENSG00000150403	Q6UWJ1	677	0
ENSG00000186583	Q76KD6	591	0
ENSG00000154080	Q7L1S5	443	0
ENSG00000163462	Q7Z4K8	759	0
ENSG00000183682	Q7Z5Y6	402	0
ENSG00000160714	Q7Z7E8	422	1
ENSG00000131778	Q86WJ1	897	0
ENSG00000106524	Q8IV38	441	0
ENSG00000129680	Q8IWC1	876	0
ENSG00000140326	Q8IWY9	1227	0
ENSG00000036549	Q8IYH5	903	0
ENSG00000288501	Q8N0Y3	316	0
ENSG00000123977	Q8N136	415	0
ENSG00000176953	Q8NCF5	419	1
ENSG00000197454	Q8NG80	312	0
ENSG00000157470	Q8TBF8	368	0
ENSG00000118557	Q8TBY8	1007	0
ENSG00000165502	Q969Q0	106	1
ENSG00000100395	Q969R5	705	0
ENSG00000187866	Q96E09	287	1
ENSG00000095066	Q96ED9	719	0
ENSG00000129480	Q96FN9	168	0
ENSG00000166289	Q96S99	279	0
ENSG00000135124	Q99571	388	0
ENSG00000157150	Q99727	224	0
ENSG00000107295	Q99962	352	0
ENSG00000116455	Q9BQA1	342	0
ENSG00000146066	Q9BW72	106	1
ENSG00000240871	Q9BYR0	155	0
ENSG00000132478	Q9C0B0	810	0
ENSG00000128791	Q9GZX9	223	0
ENSG00000118156	Q9H0D2	1346	0
ENSG00000123124	Q9H0M0	922	0
ENSG00000198088	Q9H1M0	184	0
ENSG00000174562	Q9H2R5	256	0
ENSG00000111832	Q9H446	243	0
ENSG00000185404	Q9H930	580	0
ENSG00000151576	Q9H974	415	0
ENSG00000061656	Q9NPE6	437	0
ENSG00000175352	Q9NQ35	241	0
ENSG00000025039	Q9NQL2	400	0
ENSG00000095380	Q9NR45	359	0
ENSG00000196636	Q9NRP4	125	0
ENSG00000179454	Q9NXS3	571	0
ENSG00000124374	Q9ULR5	123	0
ENSG00000167202	Q9UPU7	963	0
ENSG00000239789	Q9Y2R5	130	1
ENSG00000101166	Q9Y3B1	194	1
ENSG00000253537	Q9Y5G6	932	0
ENSG00000011260	Q9Y5J1	556	1
ENSG00000033867	Q9Y6M7	1214	0
ENSG00000141655	Q9Y6Q6	616	0
ENSG00000235942	A0A183	80	0
ENSG00000174705	A1X283	911	0
ENSG00000222028	A5LHX3	300	0
ENSG00000197360	A6NK75	572	0
ENSG00000011405	O00443	1686	0
ENSG00000173992	O14618	274	0
ENSG00000173535	O14798	259	0
ENSG00000143753	O15121	323	1
ENSG00000147677	O15372	352	1
ENSG00000109606	O43143	795	1
ENSG00000128595	O43852	315	0
ENSG00000137860	O43868	658	0
ENSG00000198408	O60502	916	1
ENSG00000099860	O75293	160	0
ENSG00000139220	O75334	1257	0
ENSG00000197586	O75354	484	0
ENSG00000118322	O94823	1461	0
ENSG00000213760	O95670	118	0
ENSG00000143951	O95876	746	0
ENSG00000198712	P00403	227	0
ENSG00000186847	P02533	472	0
ENSG00000197746	P07602	524	1
ENSG00000269067	P0DKX0	622	0
ENSG00000135940	P10606	129	1
ENSG00000169397	P12724	160	0
ENSG00000113327	P18507	475	0
ENSG00000240038	P19961	511	0
ENSG00000095752	P20809	199	0
ENSG00000106348	P20839	514	0
ENSG00000069482	P22466	123	0
ENSG00000130816	P26358	1616	0
ENSG00000108576	P31645	630	0
ENSG00000276410	P33778	126	0
ENSG00000164136	P40933	162	0
ENSG00000006757	P41247	253	0
ENSG00000130821	P48029	635	0
ENSG00000139352	P50553	236	0
ENSG00000004961	P53701	268	0
ENSG00000182004	P62304	92	1
ENSG00000170801	P83110	453	0
ENSG00000147852	P98155	873	0
ENSG00000161547	Q01130	221	1
ENSG00000125780	Q08188	693	0
ENSG00000162892	Q13007	206	0
ENSG00000141646	Q13485	552	0
ENSG00000049089	Q14055	689	0
ENSG00000184731	Q1W6H9	321	0
ENSG00000205279	Q4LDR2	81	0
ENSG00000233087	Q53S08	254	0
ENSG00000185448	Q5JRC9	791	0
ENSG00000146166	Q5TDP6	509	0
ENSG00000237388	Q6IF82	309	0
ENSG00000183269	Q6IFG1	313	0
ENSG00000042445	Q6NUM9	610	0
ENSG00000164291	Q6UWY0	536	0
ENSG00000172932	Q6ZTN6	605	0
ENSG00000105968	Q71UI9	128	1
ENSG00000134258	Q7Z7D3	282	0
ENSG00000109089	Q86X02	465	0
