Gene ID	Transcript ID	Gene Name	RefSeq	CCDS ID
ENSG00000104964	ENST00000327141	AES	"NM_198970; NM_001130"	CCDS12102
ENSG00000177370	ENST00000327158	TIMM22	NM_013337	CCDS32521
ENSG00000121774	ENST00000327300	KHDRBS1	NM_006559	CCDS350
ENSG00000086475	ENST00000327347	SEPHS1	NM_012247	CCDS7098
ENSG00000182551	ENST00000327435	ADI1	NM_018269	CCDS1653
ENSG00000183864	ENST00000327492	TOB2	NM_016272	CCDS14015
ENSG00000068028	ENST00000327761	RASSF1	NM_170713	CCDS2821
ENSG00000184752	ENST00000327772	NDUFA12	NM_018838	CCDS9050
ENSG00000182831	ENST00000327827	C16orf72	NM_014117	CCDS10538
ENSG00000196230	ENST00000327892	TUBB	"NM_001293214; NM_001293213; NM_178014"	CCDS4687
ENSG00000185236	ENST00000328024	RAB11B	NM_004218	CCDS12201
ENSG00000183426	ENST00000328085	NPIPA1	NM_006985	CCDS10557
ENSG00000147471	ENST00000328195	PLPBP	"NM_001349346; NM_001349347; NM_001349348; NM_007198"	CCDS6096
ENSG00000113558	ENST00000328392	SKP1	NA	
ENSG00000183978	ENST00000328434	COA3	NM_001040431	CCDS32660
ENSG00000068745	ENST00000328631	IP6K2	"NM_001005909; NM_016291"	CCDS2777
ENSG00000185043	ENST00000328649	CIB1	NM_006384	CCDS10360
ENSG00000143575	ENST00000328703	HAX1	NM_006118	CCDS1064
ENSG00000183513	ENST00000328709	COA5	NM_001008215	CCDS33257
ENSG00000078304	ENST00000328724	PPP2R5C	"NM_001352914; NM_001352913; NM_001161726"	CCDS53911
ENSG00000182117	ENST00000328848	NOP10	NM_018648	CCDS10037
ENSG00000185359	ENST00000329138	HGS	NM_004712	CCDS11784
ENSG00000254772	ENST00000329251	EEF1G	NM_001404	CCDS44626
ENSG00000155115	ENST00000329970	GTF3C6	NM_138408	CCDS5087
ENSG00000184076	ENST00000330029	UQCR10	NM_013387	CCDS46680
ENSG00000183617	ENST00000330133	MRPL54	NM_172251	CCDS12111
ENSG00000143549	ENST00000330188	TPM3	NM_001043351	CCDS41400
ENSG00000053372	ENST00000330263	MRTO4	NM_016183	CCDS191
ENSG00000160131	ENST00000330374	VMA21	"NM_001363810; NM_001017980"	CCDS35430
ENSG00000185883	ENST00000330398	ATP6V0C	"NM_001198569; NM_001694"	CCDS10470
ENSG00000105438	ENST00000330720	KDELR1	NM_006801	CCDS12718
ENSG00000135486	ENST00000330752	HNRNPA1	NA	
ENSG00000086061	ENST00000330899	DNAJA1	"NM_001314039; NM_001539"	CCDS6533
ENSG00000183255	ENST00000330938	PTTG1IP	NM_004339	CCDS13715
ENSG00000182446	ENST00000331134	NPLOC4	NM_017921	CCDS45812
ENSG00000108010	ENST00000331244	GLRX3	"NM_006541; NM_001321980"	CCDS7661
ENSG00000185787	ENST00000331268	MORF4L1	NM_206839	CCDS10307
ENSG00000107829	ENST00000331272	FBXW4	"NM_001323541; NM_022039"	CCDS31271
ENSG00000182512	ENST00000331334	GLRX5	NM_016417	CCDS9936
ENSG00000185721	ENST00000331457	DRG1	NM_004147	CCDS13897
ENSG00000183172	ENST00000331479	SMDT1	NM_033318	CCDS14031
ENSG00000185624	ENST00000331483	P4HB	NM_000918	CCDS11787
ENSG00000156508	ENST00000331523	EEF1A1	NA	CCDS4980
ENSG00000183735	ENST00000331710	TBK1	NM_013254	CCDS8968
ENSG00000111011	ENST00000331738	RSRC2	NM_023012	CCDS31920
ENSG00000183576	ENST00000331768	SETD3	NM_032233	CCDS9951
ENSG00000182108	ENST00000331808	DEXI	NM_014015	CCDS10545
ENSG00000099901	ENST00000331821	RANBP1	NM_002882	CCDS13775
ENSG00000183291	ENST00000331835	SELENOF	NM_004261	CCDS76178
ENSG00000182934	ENST00000332118	SRPRA	NM_003139	CCDS31717
ENSG00000058673	ENST00000332127	ZC3H11A	"NM_001319238; NM_001319239; NM_001350261"	CCDS30978
ENSG00000185127	ENST00000332290	C6orf120	NM_001029863	CCDS34575
ENSG00000186834	ENST00000332499	HEXIM1	NM_006460	CCDS11495
ENSG00000185896	ENST00000332556	LAMP1	NM_005561	CCDS41909
ENSG00000184840	ENST00000332598	TMED9	NM_017510	CCDS4428
ENSG00000115993	ENST00000332624	TRAK2	NM_015049	CCDS2347
ENSG00000184575	ENST00000332707	XPOT	NM_007235	CCDS31852
ENSG00000109118	ENST00000332830	PHF12	NM_001033561	CCDS32598
ENSG00000184900	ENST00000332859	SUMO3	NM_006936	CCDS33587
ENSG00000169372	ENST00000332896	CRADD	NM_003805	CCDS9048
ENSG00000262814	ENST00000333676	MRPL12	NM_002949	CCDS11785
ENSG00000184897	ENST00000333762	H1FX	NM_006026	CCDS3057
ENSG00000186141	ENST00000334163	POLR3C	"NM_006468; NM_001303456"	CCDS72864
ENSG00000119689	ENST00000334220	DLST	NM_001933	CCDS9833
ENSG00000186432	ENST00000334256	KPNA4	NM_002268	CCDS3191
ENSG00000189266	ENST00000334351	PNRC2	NM_017761	CCDS246
ENSG00000123349	ENST00000334478	PFDN5	NM_002624	CCDS8853
ENSG00000108175	ENST00000334512	ZMIZ1	NM_020338	CCDS7357
ENSG00000187446	ENST00000334660	CHP1	NM_007236	CCDS10073
ENSG00000187051	ENST00000334678	RPS19BP1	NM_194326	CCDS13997
ENSG00000078304	ENST00000334743	PPP2R5C	"NM_001352915; NM_002719"	CCDS9964
ENSG00000171314	ENST00000334828	PGAM1	NM_002629	CCDS7458
ENSG00000168066	ENST00000334944	SF1	NM_201995	CCDS8080
ENSG00000186298	ENST00000335007	PPP1CC	NM_002710	CCDS9150
ENSG00000186111	ENST00000335312	PIP5K1C	NM_012398	CCDS32872
ENSG00000128607	ENST00000335420	KLHDC10	NM_014997	CCDS5815
ENSG00000115524	ENST00000335508	SF3B1	NM_012433	CCDS33356
ENSG00000130770	ENST00000335514	ATP5IF1	NM_016311	CCDS319
ENSG00000145741	ENST00000335895	BTF3	NM_001207	CCDS4019
ENSG00000130985	ENST00000335972	UBA1	NM_003334	CCDS14275
ENSG00000175582	ENST00000336083	RAB6A	NM_198896	CCDS8224
ENSG00000180628	ENST00000336126	PCGF5	NM_032373	CCDS7413
ENSG00000205323	ENST00000336133	SARNP	NM_033082	CCDS8892
ENSG00000147649	ENST00000336273	MTDH	NM_178812	CCDS6274
ENSG00000155506	ENST00000336314	LARP1	"NM_001367713; NM_001367719; NM_001367714; NM_015315"	CCDS4328
ENSG00000157823	ENST00000336418	AP3S2	NM_005829	CCDS10357
ENSG00000132507	ENST00000336452	EIF5A	NM_001143760	CCDS45601
ENSG00000132507	ENST00000336458	EIF5A	NM_001970	CCDS11099
ENSG00000135924	ENST00000336576	DNAJB2	NM_006736	CCDS2439
ENSG00000071537	ENST00000336735	SEL1L	NM_005065	CCDS9876
ENSG00000109606	ENST00000336812	DHX15	NM_001358	CCDS33966
ENSG00000123395	ENST00000336854	ATG101	"NM_021934; NM_001098673"	CCDS8820
ENSG00000008952	ENST00000337002	SEC62	NM_003262	CCDS3210
ENSG00000169764	ENST00000337130	UGP2	NM_006759	CCDS1875
ENSG00000155096	ENST00000337198	AZIN1	"NM_001363010; NM_001301668; NM_148174"	CCDS6295
ENSG00000128272	ENST00000337304	ATF4	NM_001675	CCDS13996
ENSG00000126226	ENST00000337344	PCID2	"NM_001127202; NM_001320657; NM_001353095; NM_001353094"	CCDS9532
ENSG00000146457	ENST00000337387	WTAP	"NM_152858; NM_152857"	CCDS5267
ENSG00000104853	ENST00000337392	CLPTM1	NM_001294	CCDS12651
ENSG00000154001	ENST00000337537	PPP2R5E	"NM_001282179; NM_006246"	CCDS9758
ENSG00000122565	ENST00000337620	CBX3	NM_007276	CCDS5398
ENSG00000065548	ENST00000337859	ZC3H15	NM_018471	CCDS42791
ENSG00000055917	ENST00000338086	PUM2	"NM_001352925; NM_001352920; NM_001352926; NM_001352918; NM_001352927; NM_015317; NM_001352928; NM_001352923; NM_001352919; NM_001352917; NM_001282790"	CCDS1698
ENSG00000136813	ENST00000338205	ECPAS	"NM_001364931; NM_001364929; NM_001363756; NM_001364930"	CCDS87673
ENSG00000215717	ENST00000338272	TMEM167B	NM_020141	CCDS30789
ENSG00000175756	ENST00000338338	AURKAIP1	NM_017900	CCDS25
ENSG00000116288	ENST00000338639	PARK7	NM_007262	CCDS93
ENSG00000148334	ENST00000338961	PTGES2	NM_025072	CCDS6891
ENSG00000188846	ENST00000338970	RPL14	NM_003973	CCDS33739
ENSG00000163001	ENST00000339012	CFAP36	NM_001282761	CCDS62911
ENSG00000155366	ENST00000339083	RHOC	NM_175744	CCDS854
ENSG00000100997	ENST00000339157	ABHD12	NM_001042472	CCDS42857
ENSG00000136938	ENST00000339399	ANP32B	NM_006401	CCDS6732
ENSG00000009307	ENST00000339438	CSDE1	NM_007158	CCDS30811
ENSG00000009954	ENST00000339594	BAZ1B	NM_032408	CCDS5549
ENSG00000189043	ENST00000339600	NDUFA4	NM_002489	CCDS5357
ENSG00000140264	ENST00000339624	SERF2	NM_001199876	CCDS55964
ENSG00000150991	ENST00000339647	UBC	NM_021009	CCDS9260
ENSG00000111897	ENST00000339697	SERINC1	NM_020755	CCDS5125
ENSG00000166275	ENST00000339834	BORCS7	"NM_001136200; NM_144591"	CCDS7542
ENSG00000110321	ENST00000339995	EIF4G2	NM_001418	CCDS31428
ENSG00000186063	ENST00000340020	AIDA	NM_022831	CCDS1533
ENSG00000138785	ENST00000340139	INTS12	NM_020395	CCDS3671
ENSG00000160194	ENST00000340344	NDUFV3	NM_001001503	CCDS33573
ENSG00000117592	ENST00000340385	PRDX6	NM_004905	CCDS1307
ENSG00000131236	ENST00000340450	CAP1	"NM_001350484; NM_001350482; NM_001330502"	CCDS81304
ENSG00000188342	ENST00000340473	GTF2F2	NM_004128	CCDS9395
ENSG00000080845	ENST00000340491	DLGAP4	NM_183006	CCDS13275
ENSG00000101558	ENST00000340541	VAPA	NM_003574	CCDS11847
ENSG00000106009	ENST00000340611	BRAT1	"NM_001350627; NM_001350626; NM_152743"	CCDS5334
ENSG00000173230	ENST00000340645	GOLGB1	NM_004487	CCDS3004
ENSG00000010404	ENST00000340855	IDS	"NM_000202; NM_001166550"	CCDS14685
ENSG00000068745	ENST00000340879	IP6K2	"NM_001005911; NM_001005910"	CCDS33752
ENSG00000060237	ENST00000340908	WNK1	NM_213655	CCDS73419
ENSG00000135486	ENST00000340913	HNRNPA1	NM_031157	CCDS44909
ENSG00000131844	ENST00000340941	MCCC2	NM_022132	CCDS34184
ENSG00000159346	ENST00000340990	ADIPOR1	"NM_001290629; NM_001290557; NM_001290553; NM_015999"	CCDS1430
ENSG00000119616	ENST00000341162	FCF1	NM_015962	CCDS9832
ENSG00000118564	ENST00000341285	FBXL5	"NM_001193534; NM_012161"	CCDS3415
ENSG00000187514	ENST00000341369	PTMA	NM_001099285	CCDS42833
ENSG00000143549	ENST00000341372	TPM3	NA	
ENSG00000189403	ENST00000341423	HMGB1	NM_002128	CCDS9335
ENSG00000139990	ENST00000341516	DCAF5	NM_003861	CCDS32106
ENSG00000106609	ENST00000341567	TMEM248	NM_017994	CCDS5536
ENSG00000185722	ENST00000341657	ANKFY1	NM_001330063	CCDS82038
ENSG00000133030	ENST00000341712	MPRIP	NM_201274	CCDS32578
ENSG00000187325	ENST00000341864	TAF9B	NM_015975	CCDS35340
ENSG00000188186	ENST00000341942	LAMTOR4	NM_001008395	CCDS34702
ENSG00000140992	ENST00000342085	PDPK1	NM_002613	CCDS10472
ENSG00000162961	ENST00000342166	DPY30	NM_001321209	CCDS1777
ENSG00000185651	ENST00000342192	UBE2L3	NM_003347	CCDS13790
ENSG00000166311	ENST00000342245	SMPD1	"NM_001318087; NM_000543"	CCDS44531
ENSG00000168214	ENST00000342320	RBPJ	NM_001363577	CCDS33969
ENSG00000132824	ENST00000342374	SERINC3	NM_006811	CCDS13333
ENSG00000162434	ENST00000342505	JAK1	"NM_001321852; NM_001321854; NM_001321853; NM_001321856; NM_001320923; NM_001321857; NM_001321855; NM_002227"	CCDS41346
ENSG00000100647	ENST00000342745	SUSD6	NM_014734	CCDS9796
ENSG00000132676	ENST00000343043	DAP3	NA	CCDS1120
ENSG00000188986	ENST00000343053	NELFB	NM_015456	CCDS7040
ENSG00000109332	ENST00000343106	UBE2D3	NM_181892	CCDS3661
ENSG00000198517	ENST00000343242	MAFK	NM_002360	CCDS5325
ENSG00000188529	ENST00000343255	SRSF10	NM_001191005	CCDS53282
ENSG00000140988	ENST00000343262	RPS2	NM_002952	CCDS10452
ENSG00000132128	ENST00000343304	LRRC41	NM_006369	CCDS533
ENSG00000105698	ENST00000343550	USF2	NM_207291	CCDS12453
ENSG00000187713	ENST00000343666	TMEM203	NM_053045	CCDS35185
ENSG00000165416	ENST00000343788	SUGT1	NM_001130912	CCDS45050
ENSG00000187778	ENST00000343810	MCRS1	NM_006337	CCDS8787
ENSG00000116237	ENST00000343813	ICMT	NM_012405	CCDS61
ENSG00000143569	ENST00000343815	UBAP2L	NM_001127320	CCDS44229
ENSG00000143811	ENST00000343818	PYCR2	NM_013328	CCDS31043
ENSG00000171858	ENST00000343986	RPS21	NM_001024	CCDS13497
ENSG00000108107	ENST00000344063	RPL28	NM_000991	CCDS12924
ENSG00000121766	ENST00000344147	ZCCHC17	NM_016505	CCDS341
ENSG00000114030	ENST00000344337	KPNA1	NM_002264	CCDS3013
ENSG00000146576	ENST00000344417	C7orf26	NM_024067	CCDS5353
ENSG00000186918	ENST00000344423	ZNF395	NM_018660	CCDS6067
ENSG00000135776	ENST00000344517	ABCB10	NM_012089	CCDS1580
ENSG00000070831	ENST00000344548	CDC42	NM_001039802	CCDS221
ENSG00000118418	ENST00000344726	HMGN3	"NM_001318885; NM_004242; NM_001201362"	CCDS4988
ENSG00000187555	ENST00000344836	USP7	"NM_001321858; NM_003470"	CCDS32385
ENSG00000242485	ENST00000344843	MRPL20	NM_017971	CCDS26
ENSG00000172331	ENST00000344924	BPGM	NM_001724	CCDS5833
ENSG00000185825	ENST00000345046	BCAP31	"NM_001256447; NM_005745; NM_001139441"	CCDS14727
ENSG00000156642	ENST00000345330	NPTN	NM_012428	CCDS10249
ENSG00000184787	ENST00000345496	UBE2G2	NM_003343	CCDS13714
ENSG00000122705	ENST00000345519	CLTA	"NM_001184761; NM_001311203; NM_001833"	CCDS6600
ENSG00000127870	ENST00000346166	RNF6	NM_183043	CCDS9316
ENSG00000140391	ENST00000346495	TSPAN3	NM_198902	CCDS10293
ENSG00000172086	ENST00000347055	KRCC1	"NM_001304526; NM_016618"	CCDS2000
ENSG00000130255	ENST00000347512	RPL36	NM_033643	CCDS12147
ENSG00000102316	ENST00000347546	MAGED2	NA	
ENSG00000003756	ENST00000347869	RBM5	NM_005778	CCDS2810
ENSG00000095787	ENST00000347934	WAC	NM_100486	CCDS7160
ENSG00000184277	ENST00000347970	TM2D3	NM_025141	CCDS10392
ENSG00000136238	ENST00000348035	RAC1	NM_006908	CCDS5348
ENSG00000092841	ENST00000348108	MYL6	NA	
ENSG00000009335	ENST00000348165	UBE3C	NM_014671	CCDS34789
ENSG00000136942	ENST00000348462	RPL35	NM_007209	CCDS6858
ENSG00000125991	ENST00000348547	ERGIC3	NM_015966	CCDS13257
ENSG00000141959	ENST00000349048	PFKL	"NM_001002021; NM_002626"	CCDS33582
ENSG00000179950	ENST00000349157	PUF60	"NM_014281; NM_001271096"	CCDS47933
ENSG00000112335	ENST00000349379	SNX3	NM_001300929	CCDS75501
ENSG00000168036	ENST00000349496	CTNNB1	NM_001904	CCDS2694
ENSG00000101266	ENST00000349736	CSNK2A1	NM_177560	CCDS13004
ENSG00000136152	ENST00000349995	COG3	NM_031431	CCDS9398
ENSG00000100347	ENST00000350028	SAMM50	NM_015380	CCDS14055
ENSG00000106244	ENST00000350498	PDAP1	NM_014891	CCDS5662
ENSG00000143612	ENST00000350592	C1orf43	NM_015449	CCDS1061
ENSG00000157020	ENST00000350697	SEC13	NM_183352	CCDS2599
ENSG00000184209	ENST00000350887	SNRNP35	NA	CCDS9249
ENSG00000169251	ENST00000351193	NMD3	NM_015938	CCDS3194
ENSG00000156642	ENST00000351217	NPTN	NM_017455	CCDS10250
ENSG00000123349	ENST00000351500	PFDN5	NM_145897	CCDS8854
ENSG00000085063	ENST00000351554	CD59	NM_203331	CCDS7886
ENSG00000179295	ENST00000351677	PTPN11	NM_002834	CCDS9163
ENSG00000136827	ENST00000351698	TOR1A	NM_000113	CCDS6930
ENSG00000117448	ENST00000351829	AKR1A1	NA	CCDS523
ENSG00000114316	ENST00000351842	USP4	NM_199443	CCDS2794
ENSG00000181163	ENST00000351986	NPM1	"NM_199185; NM_001355010"	CCDS4377
ENSG00000100243	ENST00000352397	CYB5R3	NM_000398	CCDS33658
ENSG00000105323	ENST00000352456	HNRNPUL1	NA	
ENSG00000154719	ENST00000352957	MRPL39	NM_017446	CCDS13573
ENSG00000147604	ENST00000352983	RPL7	NM_000971	CCDS6212
ENSG00000164733	ENST00000353047	CTSB	NM_001908	CCDS5986
ENSG00000147669	ENST00000353107	POLR2K	NM_005034	CCDS6285
ENSG00000006007	ENST00000353258	GDE1	"NM_001324066; NM_001324067; NM_016641"	CCDS10578
ENSG00000138668	ENST00000353341	HNRNPD	"NM_001003810; NM_002138"	CCDS3590
ENSG00000113558	ENST00000353411	SKP1	NM_170679	CCDS4171
ENSG00000157837	ENST00000353487	SPPL3	NM_139015	CCDS9208
ENSG00000172270	ENST00000353555	BSG	"NM_198589; NM_001322243"	CCDS12034
ENSG00000166913	ENST00000353703	YWHAB	NM_139323	CCDS13339
ENSG00000107175	ENST00000353704	CREB3	NM_006368	CCDS6588
ENSG00000106682	ENST00000353999	EIF4H	NM_031992	CCDS5565
ENSG00000167468	ENST00000354171	GPX4	NM_002085	CCDS42457
ENSG00000125875	ENST00000354200	TBC1D20	NM_144628	CCDS13002
ENSG00000160194	ENST00000354250	NDUFV3	NM_021075	CCDS33572
ENSG00000196961	ENST00000354293	AP2A1	NM_130787	CCDS46149
ENSG00000196850	ENST00000354300	PPTC7	NM_139283	CCDS9149
ENSG00000099942	ENST00000354336	CRKL	NM_005207	CCDS13785
ENSG00000159840	ENST00000354434	ZYX	NM_001362783	
ENSG00000198171	ENST00000354488	DDRGK1	NM_023935	CCDS13050
ENSG00000054118	ENST00000354618	THRAP3	"NM_001321473; NM_005119"	CCDS405
ENSG00000122566	ENST00000354667	HNRNPA2B1	NM_031243	CCDS43557
ENSG00000096746	ENST00000354695	HNRNPH3	"NM_001322438; NM_001322439; NM_021644; NM_001322440; NM_001322441"	CCDS7279
ENSG00000197157	ENST00000354725	SND1	NM_014390	CCDS34747
ENSG00000143149	ENST00000354775	ALDH9A1	NM_000696	CCDS1250
ENSG00000174748	ENST00000354811	RPL15	NA	CCDS2640
ENSG00000004455	ENST00000354858	AK2	"NM_001625; NM_001319140"	CCDS374
ENSG00000165915	ENST00000354884	SLC39A13	NM_152264	CCDS7934
ENSG00000167397	ENST00000354895	VKORC1	NM_206824	CCDS10704
ENSG00000129055	ENST00000354910	ANAPC13	NM_015391	CCDS3085
ENSG00000095787	ENST00000354911	WAC	NM_016628	CCDS7159
ENSG00000197386	ENST00000355072	HTT	NM_002111	CCDS43206
ENSG00000197858	ENST00000355091	GPAA1	NM_003801	CCDS43776
ENSG00000135316	ENST00000355238	SYNCRIP	"NM_001159677; NM_001159674; NM_001159676"	CCDS55041
ENSG00000185009	ENST00000355264	AP3M1	"NM_001320265; NM_012095; NM_207012; NM_001320263; NM_001320264"	CCDS7342
ENSG00000103423	ENST00000355296	DNAJA3	NM_001135110	CCDS45400
ENSG00000116521	ENST00000355379	SCAMP3	NM_052837	CCDS1106
ENSG00000141556	ENST00000355528	TBCD	NM_005993	CCDS45818
ENSG00000005812	ENST00000355619	FBXL3	NM_012158	CCDS9457
ENSG00000186591	ENST00000355621	UBE2H	NM_003344	CCDS5814
ENSG00000108828	ENST00000355653	VAT1	NM_006373	CCDS11451
ENSG00000083896	ENST00000355665	YTHDC1	NM_133370	CCDS3522
ENSG00000166987	ENST00000355673	MBD6	NM_052897	CCDS8944
ENSG00000196792	ENST00000355683	STRN3	NM_014574	CCDS9641
ENSG00000181924	ENST00000355693	COA4	NM_016565	CCDS8225
ENSG00000128609	ENST00000355749	NDUFA5	"NM_001291304; NM_005000"	CCDS5788
ENSG00000188243	ENST00000355801	COMMD6	NM_203497	CCDS9452
ENSG00000197451	ENST00000355836	HNRNPAB	NM_004499	CCDS34310
ENSG00000197265	ENST00000355904	GTF2E2	NM_002095	CCDS6078
ENSG00000101166	ENST00000355937	PRELID3B	NM_016045	CCDS42893
ENSG00000159199	ENST00000355938	ATP5MC1	NM_001002027	CCDS11539
ENSG00000196262	ENST00000355968	PPIA	NA	CCDS75592
ENSG00000215440	ENST00000356091	NPEPL1	NM_024663	CCDS46621
ENSG00000197170	ENST00000356126	PSMD12	NM_002816	CCDS11669
ENSG00000156860	ENST00000356166	FBRS	NM_001105079	CCDS45462
ENSG00000143570	ENST00000356205	SLC39A1	NM_001271958	CCDS1055
ENSG00000130177	ENST00000356221	CDC16	"NM_003903; NM_001078645"	CCDS9542
ENSG00000100401	ENST00000356244	RANGAP1	NM_002883	CCDS14012
ENSG00000125826	ENST00000356286	RBCK1	NM_031229	CCDS13000
ENSG00000177479	ENST00000356401	ARIH2	"NM_001349223; NM_001349216; NM_001349217; NM_001349214; NM_001349215; NM_006321; NM_001349227; NM_001349221; NM_001349224; NM_001349212; NM_001349218; NM_001349211; NM_001349226; NM_001317334"	CCDS2780
ENSG00000089289	ENST00000356413	IGBP1	NM_001551	CCDS14396
ENSG00000116473	ENST00000356415	RAP1A	NA	CCDS840
ENSG00000105220	ENST00000356487	GPI	"NM_001329910; NM_001329909"	CCDS12437
ENSG00000165283	ENST00000356493	STOML2	"NM_001287032; NM_013442"	CCDS6577
ENSG00000105223	ENST00000356508	PLD3	NM_001031696	CCDS33027
ENSG00000198162	ENST00000356554	MAN1A2	NM_006699	CCDS895
ENSG00000004487	ENST00000356634	KDM1A	NM_015013	CCDS30627
ENSG00000111676	ENST00000356654	ATN1	NM_001007026	CCDS31734
ENSG00000182087	ENST00000356663	TMEM259	NM_001033026	CCDS32862
ENSG00000122566	ENST00000356674	HNRNPA2B1	NM_002137	CCDS5397
ENSG00000163939	ENST00000356770	PBRM1	NA	
ENSG00000115053	ENST00000356936	NCL	NA	
ENSG00000198668	ENST00000356978	CALM1	"NM_001363669; NM_006888"	CCDS9892
ENSG00000172081	ENST00000357066	MOB3A	NM_130807	CCDS12081
ENSG00000129187	ENST00000357067	DCTD	NM_001012732	CCDS34108
ENSG00000006831	ENST00000357103	ADIPOR2	NM_024551	CCDS8511
ENSG00000125971	ENST00000357156	DYNLRB1	"NM_177953; NM_001281728; NM_001281729; NM_014183; NM_001281727; NM_001319157"	CCDS13235
ENSG00000116560	ENST00000357214	SFPQ	NM_005066	CCDS388
ENSG00000197622	ENST00000357235	CDC42SE1	NM_020239	CCDS981
ENSG00000198356	ENST00000357332	ASNA1	NM_004317	CCDS32920
ENSG00000172500	ENST00000357519	FIBP	NM_004214	CCDS8118
ENSG00000122490	ENST00000357575	PQLC1	NM_001146345	CCDS54193
ENSG00000115446	ENST00000357765	UNC50	"NM_001330353; NM_014044"	CCDS2035
ENSG00000137818	ENST00000357790	RPLP1	NM_213725	CCDS10234
ENSG00000121022	ENST00000357849	COPS5	NM_006837	CCDS6198
ENSG00000176915	ENST00000357997	ANKLE2	NM_015114	CCDS41869
ENSG00000213782	ENST00000358007	DDX47	NM_016355	CCDS8655
ENSG00000119318	ENST00000358015	RAD23B	"NM_002874; NM_001244713"	CCDS6769
ENSG00000102158	ENST00000358075	MAGT1	NA	CCDS14436
ENSG00000197006	ENST00000358154	METTL9	NM_016025	CCDS10598
ENSG00000137038	ENST00000358227	DMAC1	"NM_001318059; NM_001318058; NM_033428"	CCDS34989
ENSG00000120314	ENST00000358337	WDR55	NM_017706	CCDS4235
ENSG00000197451	ENST00000358344	HNRNPAB	NM_031266	CCDS34309
ENSG00000146457	ENST00000358372	WTAP	NM_004906	CCDS5266
ENSG00000125952	ENST00000358402	MAX	NM_145112	CCDS9772
ENSG00000197448	ENST00000358406	GSTK1	NM_015917	CCDS5877
ENSG00000196683	ENST00000358435	TOMM7	NM_019059	CCDS5376
ENSG00000143437	ENST00000358595	ARNT	NM_001668	CCDS970
ENSG00000198258	ENST00000358666	UBL5	NM_024292	CCDS12219
ENSG00000197217	ENST00000358689	ENTPD4	NM_004901	CCDS6041
ENSG00000179456	ENST00000358704	ZBTB18	NM_205768	CCDS1622
ENSG00000198677	ENST00000358746	TTC37	NM_014639	CCDS4072
ENSG00000165280	ENST00000358901	VCP	"NM_001354927; NM_001354928; NM_007126"	CCDS6573
ENSG00000198060	ENST00000358935	MARCH5	NM_017824	CCDS7420
ENSG00000160075	ENST00000359060	SSU72	NA	
ENSG00000100239	ENST00000359139	PPP6R2	NM_001242900	CCDS56236
ENSG00000197111	ENST00000359282	PCBP2	NM_001098620	CCDS44903
ENSG00000178188	ENST00000359285	SH2B1	NM_001145797	CCDS53997
ENSG00000197965	ENST00000359523	MPZL1	NM_003953	CCDS1264
ENSG00000019995	ENST00000359653	ZRANB1	NM_017580	CCDS7642
ENSG00000130311	ENST00000359866	DDA1	NM_024050	CCDS12357
ENSG00000174744	ENST00000359957	BRMS1	NM_015399	CCDS8135
ENSG00000161547	ENST00000359995	SRSF2	NM_001195427	CCDS11749
ENSG00000078808	ENST00000360001	SDF4	NM_016176	CCDS30553
ENSG00000197771	ENST00000360003	MCMBP	NM_024834	CCDS7617
ENSG00000127603	ENST00000360115	MACF1	NA	
ENSG00000047849	ENST00000360240	MAP4	NM_002375	CCDS33750
ENSG00000117362	ENST00000360244	APH1A	"NM_001243771; NM_016022"	CCDS41391
ENSG00000147065	ENST00000360270	MSN	NM_002444	CCDS14382
ENSG00000064999	ENST00000360359	ANKS1A	NM_015245	CCDS4798
ENSG00000114544	ENST00000360370	SLC41A3	NM_017836	CCDS43144
ENSG00000070785	ENST00000360403	EIF2B3	NM_020365	CCDS517
ENSG00000124214	ENST00000360426	STAU1	NM_017452	CCDS13415
ENSG00000123562	ENST00000360458	MORF4L2	NA	CCDS14512
ENSG00000162734	ENST00000360472	PEA15	"NM_001297577; NM_003768"	CCDS1199
ENSG00000115649	ENST00000360507	CNPPD1	"NM_001321390; NM_001321391; NM_015680"	CCDS2433
ENSG00000120705	ENST00000360541	ETF1	"NM_001364160; NM_001291974; NM_004730"	CCDS4207
ENSG00000126461	ENST00000360565	SCAF1	NM_021228	CCDS33074
ENSG00000111237	ENST00000360579	VPS29	NM_057180	CCDS53832
ENSG00000136021	ENST00000360820	SCYL2	"NM_001317784; NM_017988"	CCDS9076
ENSG00000138326	ENST00000360830	RPS24	NM_001142282	CCDS86123
ENSG00000116221	ENST00000360840	MRPL37	NM_016491	CCDS589
ENSG00000101152	ENST00000360864	DNAJC5	NM_025219	CCDS13546
ENSG00000106263	ENST00000360876	EIF3B	NM_001037283	CCDS5332
ENSG00000159202	ENST00000360943	UBE2Z	NM_023079	CCDS11540
ENSG00000198728	ENST00000361198	LDB1	NM_003893	CCDS7528
ENSG00000198911	ENST00000361204	SREBF2	NM_004599	CCDS14023
ENSG00000198837	ENST00000361217	DENND4B	"NM_001367466; NM_014856"	CCDS44228
ENSG00000142864	ENST00000361219	SERBP1	NM_001018069	CCDS30747
ENSG00000198752	ENST00000361246	CDC42BPB	NM_006035	CCDS9978
ENSG00000198917	ENST00000361256	SPOUT1	NM_016390	CCDS6913
ENSG00000198876	ENST00000361264	DCAF12	NM_015397	CCDS6549
